Gene,p value Asian,mutation rates
STK32A,0.027176749778629,0.034482759
TAS2R31,0.0065693216385066,0.034482759
TMEM191A,0.027176749778629,0.034482759
TMEM33,0.0004104195653529,0.034482759
TRAF3,0.0065693216385066,0.034482759
TTC9C,0.027176749778629,0.034482759
UCP3,0.0065693216385066,0.034482759
UGT2B28,0.0004104195653529,0.034482759
UNC13D,0.027176749778629,0.034482759
WDR38,0.0004104195653529,0.034482759
ZBTB21,0.0004104195653529,0.034482759
ZNF252P,0.0065693216385066,0.034482759
ZNF441,0.027176749778629,0.034482759
ZRSR1,0.0065693216385066,0.034482759
ZSCAN5B,0.0065693216385066,0.034482759
