gene_name,TCGA-COAD(Asian)(11)
FASTKD3,0.272727273
XIRP2,0.272727273
ZFP42,0.272727273
FIBIN,0.272727273
GOLGB1,0.272727273
NR2E3,0.272727273
CPED1,0.272727273
PDZRN4,0.272727273
TENM2,0.272727273
FLRT2,0.272727273
ZMYM6,0.272727273
PARP6,0.272727273
LRP1B,0.272727273
SMC6,0.272727273
KIF13B,0.272727273
NPHP3,0.272727273
ANKK1,0.272727273
SMARCAL1,0.272727273
TIGD7,0.272727273
NIPBL,0.272727273
MON2,0.272727273
GREB1,0.272727273
EML5,0.272727273
PCDH20,0.272727273
MDN1,0.272727273
GRIK2,0.272727273
EGFLAM,0.272727273
L1TD1,0.272727273
SAMD3,0.272727273
AKAP9,0.272727273
SEC31A,0.272727273
WDFY4,0.272727273
MUC5B,0.272727273
LRRK2,0.272727273
SPRY3,0.272727273
CARD6,0.272727273
SPEF2,0.272727273
LAMA2,0.272727273
PEG10,0.272727273
GABRA1,0.272727273
CDH9,0.272727273
POLQ,0.272727273
ANKRD30A,0.272727273
PPEF1,0.272727273
ARHGAP9,0.272727273
DZIP1,0.272727273
ATP10B,0.272727273
GALNT5,0.272727273
RYR3,0.272727273
KCNU1,0.272727273
SPARCL1,0.272727273
SSR2,0.272727273
ZNF37BP,0.272727273
ADGRV1,0.272727273
TRPA1,0.272727273
MAATS1,0.272727273
ZNF655,0.272727273
HMSD,0.272727273
ARHGAP31,0.272727273
PREX2,0.272727273
SULF1,0.272727273
RP11-383M4.6,0.272727273
NCOA6,0.272727273
MAP2,0.272727273
KCNJ2,0.272727273
KIAA2018,0.272727273
PCDH9,0.272727273
SRRM2,0.272727273
C1S,0.272727273
PLEKHH2,0.272727273
HDLBP,0.272727273
GGCX,0.272727273
CACNA1D,0.272727273
KMT2B,0.272727273
ANKRD12,0.272727273
MYH1,0.272727273
DCHS2,0.272727273
ITPRIPL2,0.272727273
ADAM10,0.272727273
TECRL,0.272727273
FAM135B,0.272727273
COL22A1,0.272727273
AHNAK2,0.272727273
CFAP43,0.272727273
VWA8,0.272727273
ATAD5,0.272727273
PAGE5,0.272727273
THSD7A,0.272727273
IGF2R,0.272727273
ARHGAP42,0.272727273
CCR3,0.272727273
RP11-114H24.7,0.272727273
CDON,0.272727273
TBX5,0.272727273
NOS3,0.272727273
FNDC1,0.272727273
VPS13D,0.272727273
CFAP46,0.272727273
PTPRC,0.272727273
FAM220A,0.272727273
PTPRS,0.272727273
ZBTB33,0.272727273
LRRN2,0.272727273
CNOT1,0.272727273
PPARGC1A,0.272727273
SPRY1,0.272727273
KAT2B,0.272727273
CSNK1A1L,0.272727273
HERC2P3,0.272727273
WDR36,0.272727273
NFASC,0.272727273
EYS,0.272727273
ABCA4,0.272727273
CD2,0.272727273
RBFOX1,0.272727273
MYH2,0.272727273
SETD2,0.272727273
CMYA5,0.272727273
TRPC4,0.272727273
CENPC,0.272727273
NOS1,0.272727273
FBXO34,0.272727273
PALMD,0.272727273
PCF11,0.272727273
SUPT20H,0.272727273
RAD50,0.272727273
COL11A1,0.272727273
NRIP3,0.272727273
PRR14L,0.272727273
CFAP57,0.272727273
TMEM257,0.272727273
CCDC171,0.272727273
CFAP58,0.272727273
KIAA1586,0.272727273
KIAA0825,0.272727273
CHST9,0.272727273
WDR87,0.272727273
LRBA,0.272727273
NKTR,0.272727273
FRMD1,0.272727273
KDR,0.272727273
DNAH11,0.272727273
PRMT6,0.272727273
TRUB2,0.272727273
FILIP1,0.272727273
GPR149,0.272727273
BRINP3,0.272727273
SSPO,0.272727273
DNM1,0.272727273
HDAC9,0.272727273
RNF43,0.272727273
THOC2,0.272727273
DMBT1,0.272727273
DACT1,0.272727273
TRANK1,0.272727273
CACNA1E,0.272727273
AHNAK,0.272727273
LPA,0.272727273
NOX4,0.272727273
CCDC90B,0.272727273
VCAN,0.272727273
DLG2,0.272727273
TENM1,0.272727273
MAP3K4,0.272727273
USP47,0.272727273
RYR1,0.272727273
PHIP,0.272727273
RASA1,0.272727273
SNX19,0.272727273
IGSF10,0.272727273
SHCBP1L,0.272727273
PDGFRA,0.272727273
C6orf118,0.272727273
SLC27A6,0.272727273
CNTNAP2,0.272727273
FBXW7,0.272727273
LRRC36,0.272727273
C19orf45,0.272727273
RAPGEF6,0.272727273
GRIA2,0.272727273
CEMIP,0.272727273
VLDLR,0.272727273
MYLK3,0.272727273
PKD1L1,0.272727273
MATR3,0.272727273
GRIN2A,0.272727273
CHD9,0.272727273
TEX2,0.272727273
CTNNA1,0.272727273
PIK3CA,0.272727273
CROCC,0.272727273
ARID4B,0.272727273
GLI3,0.272727273
COL7A1,0.272727273
MROH9,0.272727273
ABCA13,0.272727273
DMXL1,0.272727273
TRPC5,0.272727273
NCAPD3,0.272727273
EFHC1,0.272727273
BDP1,0.272727273
SIX4,0.272727273
PCNXL2,0.272727273
CCP110,0.272727273
PPFIA3,0.272727273
USP25,0.272727273
PKHD1L1,0.272727273
ZNF528,0.272727273
TBX4,0.272727273
MAEL,0.272727273
NPAP1,0.272727273
NR1H4,0.272727273
SLC35F3,0.272727273
JAK2,0.272727273
OR6C75,0.272727273
IGHG1,0.272727273
PGBD1,0.272727273
DYNC2H1,0.272727273
ZNF257,0.272727273
GLRB,0.272727273
SOCS4,0.272727273
KIAA1456,0.272727273
TOX4,0.272727273
TLN1,0.272727273
PRTG,0.272727273
GCN1L1,0.272727273
DYRK2,0.272727273
RGPD3,0.272727273
DSCAML1,0.272727273
SLC9C2,0.272727273
TRIM13,0.272727273
HTR1E,0.272727273
EIF4G3,0.272727273
DDHD1,0.272727273
DNAH6,0.272727273
PIEZO2,0.272727273
FSCN2,0.272727273
XAB2,0.272727273
CTR9,0.272727273
PDIA2,0.272727273
CTNNA2,0.272727273
PLCZ1,0.272727273
MYO7A,0.272727273
FBN3,0.272727273
RANBP2,0.272727273
TDO2,0.272727273
GCC2,0.272727273
FAM91A1,0.272727273
C20orf194,0.272727273
HFM1,0.272727273
BRAF,0.272727273
ZBTB34,0.272727273
SPTBN1,0.181818182
SLC25A30,0.181818182
OR3A3,0.181818182
ATRX,0.181818182
ATP13A5,0.181818182
TJAP1,0.181818182
MECOM,0.181818182
SLC3A1,0.181818182
IRAK3,0.181818182
MTIF2,0.181818182
HELB,0.181818182
FOXR1,0.181818182
CCDC88A,0.181818182
KHDRBS2,0.181818182
B3GAT2,0.181818182
EML6,0.181818182
CTAGE11P,0.181818182
RTN4,0.181818182
LRPPRC,0.181818182
COG3,0.181818182
ADAM9,0.181818182
EIF2AK3,0.181818182
MAGEE2,0.181818182
CAND1,0.181818182
TTC7A,0.181818182
NRXN1,0.181818182
WHSC1L1,0.181818182
VPS11,0.181818182
OTOL1,0.181818182
CPB2,0.181818182
GANAB,0.181818182
MYOM2,0.181818182
ZNF596,0.181818182
PPP5C,0.181818182
STRA6,0.181818182
PIBF1,0.181818182
MSH2,0.181818182
CUL9,0.181818182
MRPL2,0.181818182
LRRC63,0.181818182
ARHGEF10,0.181818182
COL19A1,0.181818182
PPP2R5D,0.181818182
WDR60,0.181818182
PSME4,0.181818182
NLRX1,0.181818182
ANKRD36BP2,0.181818182
SRBD1,0.181818182
C8orf4,0.181818182
IDO2,0.181818182
AKAP4,0.181818182
ISLR,0.181818182
MASP1,0.181818182
ZNF180,0.181818182
COL9A1,0.181818182
ZBBX,0.181818182
ZDHHC15,0.181818182
IDO1,0.181818182
BCHE,0.181818182
CYP11A1,0.181818182
ESD,0.181818182
SOCS5,0.181818182
ANGPT2,0.181818182
FAM135A,0.181818182
RP1L1,0.181818182
USB1,0.181818182
MICU3,0.181818182
EXOC6B,0.181818182
SGCZ,0.181818182
ZXDA,0.181818182
NEK3,0.181818182
C8orf48,0.181818182
DLC1,0.181818182
ZNF638,0.181818182
HTR3D,0.181818182
HTR3C,0.181818182
SERPINF2,0.181818182
CLEC4F,0.181818182
NKX3-1,0.181818182
THSD1,0.181818182
NLGN1,0.181818182
SPATA16,0.181818182
PCYOX1,0.181818182
NEFL,0.181818182
SDHAF2,0.181818182
PPP1R32,0.181818182
AVPR1A,0.181818182
KCMF1,0.181818182
PLA2G7,0.181818182
BNIP3L,0.181818182
SMG6,0.181818182
GCM1,0.181818182
MAN2C1,0.181818182
AMER1,0.181818182
SBNO2,0.181818182
NEK5,0.181818182
DCTN1,0.181818182
LPL,0.181818182
AP3D1,0.181818182
MKNK2,0.181818182
PEX5L,0.181818182
AR,0.181818182
C12orf56,0.181818182
MARK4,0.181818182
NAT2,0.181818182
B3GALT5,0.181818182
MOGS,0.181818182
CCDC39,0.181818182
AMICA1,0.181818182
PCM1,0.181818182
FGL1,0.181818182
MTUS1,0.181818182
SOX2,0.181818182
MCF2L2,0.181818182
DYNC2LI1,0.181818182
ATP7B,0.181818182
SLC7A2,0.181818182
PAQR8,0.181818182
B3GNT5,0.181818182
UTP14C,0.181818182
ATP8B3,0.181818182
MED12,0.181818182
KLHL31,0.181818182
DIS3,0.181818182
TRO,0.181818182
DUSP4,0.181818182
NFKBIE,0.181818182
TNKS,0.181818182
EHBP1,0.181818182
RBPMS,0.181818182
DST,0.181818182
RMND5A,0.181818182
ITIH6,0.181818182
FAM161A,0.181818182
TEX15,0.181818182
USP34,0.181818182
CD8B,0.181818182
DOPEY2,0.181818182
C2orf74,0.181818182
WRN,0.181818182
PEX13,0.181818182
PUS10,0.181818182
ZNF451,0.181818182
TUBB8P7,0.181818182
LPAR6,0.181818182
DACH1,0.181818182
FETUB,0.181818182
RB1,0.181818182
OR4D10,0.181818182
KNG1,0.181818182
VPS54,0.181818182
HMBOX1,0.181818182
RIPK4,0.181818182
UMODL1,0.181818182
ENPP5,0.181818182
SNX33,0.181818182
BMP10,0.181818182
KMT2A,0.181818182
NONO,0.181818182
LEMD3,0.181818182
ESCO2,0.181818182
CNRIP1,0.181818182
TAF1,0.181818182
TTC3,0.181818182
PCDH8,0.181818182
MEIS1,0.181818182
MLIP,0.181818182
OLFM4,0.181818182
PIGP,0.181818182
ZNF556,0.181818182
CSPG4,0.181818182
NHSL2,0.181818182
TDRD3,0.181818182
ZNF395,0.181818182
FAM83B,0.181818182
FZD3,0.181818182
BCAM,0.181818182
PTCD3,0.181818182
SLC4A5,0.181818182
MYO18A,0.181818182
ZNF721,0.181818182
AP3M2,0.181818182
FER1L6,0.181818182
NCAPG,0.181818182
TPTE,0.181818182
ZNF572,0.181818182
ROBO3,0.181818182
SLC14A1,0.181818182
PRR12,0.181818182
TRMT12,0.181818182
PSTPIP2,0.181818182
CDC42BPA,0.181818182
SLIT2,0.181818182
ZNF678,0.181818182
SLC25A5,0.181818182
BRD7,0.181818182
NKD1,0.181818182
TBC1D31,0.181818182
LOXHD1,0.181818182
GJC2,0.181818182
TMCO3,0.181818182
PIK3C3,0.181818182
FHOD3,0.181818182
CYLD,0.181818182
BROX,0.181818182
RAB3GAP2,0.181818182
ANAPC4,0.181818182
PCMTD2,0.181818182
1-Mar,0.181818182
TG,0.181818182
TNXB,0.181818182
MIA3,0.181818182
AIDA,0.181818182
HPS4,0.181818182
DIS3L,0.181818182
SUSD4,0.181818182
HHLA1,0.181818182
DHX15,0.181818182
ASAP1,0.181818182
TMEM255A,0.181818182
GBA3,0.181818182
GSDMC,0.181818182
WIBG,0.181818182
COL14A1,0.181818182
TAF2,0.181818182
ZNF423,0.181818182
CHRM3,0.181818182
GPR137B,0.181818182
ERO1LB,0.181818182
EDARADD,0.181818182
OR8J1,0.181818182
OR8U1,0.181818182
RBL2,0.181818182
RYR2,0.181818182
KLF10,0.181818182
ADCY9,0.181818182
TRMT44,0.181818182
UBR5,0.181818182
RRM2B,0.181818182
PSAPL1,0.181818182
RPGRIP1L,0.181818182
WDR64,0.181818182
YWHAZ,0.181818182
CEP170,0.181818182
TADA2B,0.181818182
MYO5B,0.181818182
RIMS2,0.181818182
ENPP2,0.181818182
LRCH2,0.181818182
TAP2,0.181818182
IQCH,0.181818182
TCEB3B,0.181818182
PPP1R2P1,0.181818182
URB2,0.181818182
ZNF518B,0.181818182
WDR1,0.181818182
DRD5,0.181818182
F7,0.181818182
SKOR1,0.181818182
OR8H1,0.181818182
EIF3E,0.181818182
SIPA1L2,0.181818182
MAP10,0.181818182
COL11A2,0.181818182
OR8K3,0.181818182
OXR1,0.181818182
GPR78,0.181818182
IARS2,0.181818182
TRAPPC9,0.181818182
IKBKB,0.181818182
CYC1,0.181818182
LST1,0.181818182
GREB1L,0.181818182
ESCO1,0.181818182
DSTYK,0.181818182
ABCC12,0.181818182
OR6S1,0.181818182
CTAGE1,0.181818182
MFSD4,0.181818182
SLC41A1,0.181818182
ANKRD30B,0.181818182
RHOH,0.181818182
N4BP2,0.181818182
OPLAH,0.181818182
PDS5A,0.181818182
CTSE,0.181818182
SRGAP2,0.181818182
ABHD16A,0.181818182
EIF2D,0.181818182
DCAF4L1,0.181818182
POTEC,0.181818182
MAPKAPK2,0.181818182
ZFP3,0.181818182
RPGRIP1,0.181818182
OR4X1,0.181818182
KANK1,0.181818182
DOCK8,0.181818182
ZNF594,0.181818182
USP6,0.181818182
AFG3L2,0.181818182
GABRA2,0.181818182
OR6C70,0.181818182
ANKDD1A,0.181818182
ATP2B4,0.181818182
CEP192,0.181818182
OR6C68,0.181818182
GRXCR1,0.181818182
GPR32,0.181818182
CAMTA2,0.181818182
RP11-707M1.1,0.181818182
SHANK1,0.181818182
HYLS1,0.181818182
FRMD7,0.181818182
CCKAR,0.181818182
ASXL3,0.181818182
OCRL,0.181818182
OR4C15,0.181818182
OR4C16,0.181818182
GAREM,0.181818182
DTL,0.181818182
PPP2R5A,0.181818182
PCDH7,0.181818182
CCDC178,0.181818182
NOL4,0.181818182
DSG3,0.181818182
XIAP,0.181818182
TBC1D19,0.181818182
PTPN14,0.181818182
CENPF,0.181818182
KCNK2,0.181818182
PTK2,0.181818182
USH2A,0.181818182
ZNF397,0.181818182
SLC25A52,0.181818182
OR4K17,0.181818182
IGSF1,0.181818182
CR1,0.181818182
TEP1,0.181818182
PARP2,0.181818182
FCAMR,0.181818182
C1orf116,0.181818182
RFC1,0.181818182
TTC5,0.181818182
ZNF521,0.181818182
CR2,0.181818182
ZNF623,0.181818182
DSG1,0.181818182
TRIM51HP,0.181818182
OR4A16,0.181818182
FAM114A1,0.181818182
LAMB3,0.181818182
OR4A15,0.181818182
CDH2,0.181818182
DSC3,0.181818182
DSC2,0.181818182
CGB,0.181818182
ZBTB18,0.181818182
RNF19A,0.181818182
RTTN,0.181818182
OTOF,0.181818182
DIAPH2,0.181818182
FAM133A,0.181818182
DPYSL5,0.181818182
LRCH3,0.181818182
NAP1L3,0.181818182
CYP7B1,0.181818182
YTHDF3,0.181818182
SOCS6,0.181818182
RNF8,0.181818182
ASPH,0.181818182
NEO1,0.181818182
CHD7,0.181818182
DNAJC5G,0.181818182
PABPC5,0.181818182
GPR180,0.181818182
DLG1,0.181818182
CYP7A1,0.181818182
CMTR1,0.181818182
HADHB,0.181818182
SULT2A1,0.181818182
ARFGEF1,0.181818182
KCNB2,0.181818182
DOCK9,0.181818182
SERPINB3,0.181818182
APOB,0.181818182
PIGG,0.181818182
HNRNPUL2,0.181818182
PRDM14,0.181818182
ZNF732,0.181818182
CSPP1,0.181818182
UGGT2,0.181818182
ZNF718,0.181818182
PIM1,0.181818182
EFR3B,0.181818182
CDH7,0.181818182
CDH19,0.181818182
BBS4,0.181818182
DSEL,0.181818182
TMX3,0.181818182
NRBP1,0.181818182
C2orf16,0.181818182
C1orf101,0.181818182
ARHGAP35,0.181818182
SALL3,0.181818182
PRKD3,0.181818182
QPCT,0.181818182
RNF219,0.181818182
RMDN2,0.181818182
MFRP,0.181818182
FAM46D,0.181818182
OR1S1,0.181818182
DHX57,0.181818182
ARHGEF25,0.181818182
CHRNB3,0.181818182
TMEM178A,0.181818182
LPAR4,0.181818182
SLC8A1,0.181818182
EDNRB,0.181818182
SLAIN1,0.181818182
SCEL,0.181818182
HES1,0.181818182
SYNJ1,0.181818182
VIT,0.181818182
CCDC121,0.181818182
MRAP,0.181818182
DAAM2,0.181818182
RPS6KA6,0.181818182
ZNF407,0.181818182
XKR4,0.181818182
TM4SF19,0.181818182
RP1,0.181818182
NFYA,0.181818182
CYLC1,0.181818182
OPRK1,0.181818182
SNTG1,0.181818182
TFRC,0.181818182
RB1CC1,0.181818182
URB1,0.181818182
NLRC4,0.181818182
ST18,0.181818182
BIRC6,0.181818182
PCMTD1,0.181818182
PXDNL,0.181818182
SERPINB4,0.181818182
WDR35,0.181818182
CYTH2,0.181818182
OR2T12,0.181818182
INTS8,0.181818182
GABPA,0.181818182
KIAA1429,0.181818182
MYO16,0.181818182
APP,0.181818182
CYYR1,0.181818182
OR2M4,0.181818182
PDP1,0.181818182
OR2M7,0.181818182
OR2T8,0.181818182
MUM1L1,0.181818182
NARS,0.181818182
FAM92A1,0.181818182
ATP8B1,0.181818182
ADAMTS5,0.181818182
IL1RAPL2,0.181818182
GRM4,0.181818182
SLC26A7,0.181818182
OR2L13,0.181818182
COL4A1,0.181818182
ARMCX1,0.181818182
ITGA11,0.181818182
RGS22,0.181818182
COL4A5,0.181818182
OSR2,0.181818182
NCAM2,0.181818182
AHCTF1,0.181818182
POLI,0.181818182
ZNF669,0.181818182
SLX4,0.181818182
JAKMIP1,0.181818182
COL4A2,0.181818182
CRMP1,0.181818182
OR5M1,0.181818182
TCF4,0.181818182
PLEKHF2,0.181818182
EVC,0.181818182
EVC2,0.181818182
OR1C1,0.181818182
OR14A16,0.181818182
ALPK2,0.181818182
ZNF532,0.181818182
UACA,0.181818182
TMTC4,0.181818182
FABP9,0.181818182
TPP2,0.181818182
FGF14,0.181818182
PRG3,0.181818182
MYO9A,0.181818182
GRAMD1B,0.181818182
KRTAP27-1,0.181818182
NALCN,0.181818182
PCCA,0.181818182
LARP6,0.181818182
ROCK2,0.181818182
KIAA1468,0.181818182
MEFV,0.181818182
OR1F1,0.181818182
LRP1,0.181818182
JPH1,0.181818182
ARMCX3,0.181818182
GEN1,0.181818182
FKBP5,0.181818182
OR6X1,0.181818182
ADAM17,0.181818182
NACA,0.181818182
CALB1,0.181818182
ZNF692,0.181818182
USP16,0.181818182
SH3YL1,0.181818182
LRRC49,0.181818182
THSD4,0.181818182
TPO,0.181818182
PXDN,0.181818182
GRK4,0.181818182
BIVM-ERCC5,0.181818182
NOP14,0.181818182
OR8D4,0.181818182
ALLC,0.181818182
KDELC1,0.181818182
POLN,0.181818182
LRRCC1,0.181818182
RALYL,0.181818182
PTPRN2,0.181818182
NBEA,0.181818182
NDUFV3,0.181818182
ECT2L,0.181818182
TRPM8,0.181818182
SBNO1,0.181818182
GABRR3,0.181818182
MPHOSPH9,0.181818182
COL6A3,0.181818182
CRYBG3,0.181818182
RAB6A,0.181818182
LRRFIP1,0.181818182
RBM44,0.181818182
MRPL48,0.181818182
ZNF679,0.181818182
LTV1,0.181818182
ZNF716,0.181818182
CCDC62,0.181818182
ZNF479,0.181818182
EPHA3,0.181818182
FBXO30,0.181818182
SHPRH,0.181818182
GRM1,0.181818182
ZNF546,0.181818182
CCDC28A,0.181818182
WDR93,0.181818182
KIAA1683,0.181818182
HBS1L,0.181818182
ATP6V0A2,0.181818182
ALPI,0.181818182
NUMA1,0.181818182
BAZ1B,0.181818182
AHI1,0.181818182
ALKBH8,0.181818182
BCLAF1,0.181818182
CCDC38,0.181818182
MAP7,0.181818182
CWF19L2,0.181818182
GUCY1A2,0.181818182
TNFAIP3,0.181818182
PIK3R2,0.181818182
ZNF780A,0.181818182
NHSL1,0.181818182
ANPEP,0.181818182
ZNF780B,0.181818182
OR5H2,0.181818182
HTR1F,0.181818182
CHRDL2,0.181818182
KNTC1,0.181818182
DNAJB7,0.181818182
LATS1,0.181818182
LRRN1,0.181818182
MAP6,0.181818182
ITPR1,0.181818182
CACNA1H,0.181818182
SNTB2,0.181818182
UVRAG,0.181818182
ZNF93,0.181818182
ZNF682,0.181818182
RAD18,0.181818182
ZNF90,0.181818182
SETD5,0.181818182
LMOD3,0.181818182
TMF1,0.181818182
SLCO3A1,0.181818182
DDX56,0.181818182
ZNF737,0.181818182
ULBP3,0.181818182
ZNF430,0.181818182
PLEKHG2,0.181818182
GXYLT2,0.181818182
UHRF1BP1L,0.181818182
COBL,0.181818182
ADGB,0.181818182
CADM2,0.181818182
PDGFD,0.181818182
ROBO1,0.181818182
FURIN,0.181818182
TNRC6B,0.181818182
FRG2C,0.181818182
SLC25A3,0.181818182
PPP1R7,0.181818182
CHL1,0.181818182
DDC,0.181818182
FARP2,0.181818182
ENTHD1,0.181818182
CACNA1I,0.181818182
B3GNT4,0.181818182
ANKS1B,0.181818182
MGAT3,0.181818182
RPL3,0.181818182
SENP7,0.181818182
USP44,0.181818182
ZNF431,0.181818182
PLXNC1,0.181818182
AKAP13,0.181818182
LRRD1,0.181818182
TMEM200A,0.181818182
EXPH5,0.181818182
OR10H3,0.181818182
DET1,0.181818182
C7orf62,0.181818182
ZNF804B,0.181818182
STEAP4,0.181818182
STK36,0.181818182
DBF4,0.181818182
SLC25A40,0.181818182
ENPP3,0.181818182
ZFHX3,0.181818182
CELSR1,0.181818182
SUV420H1,0.181818182
CCDC108,0.181818182
KIAA1324L,0.181818182
GRM3,0.181818182
ANKIB1,0.181818182
POLE,0.181818182
ZNF664,0.181818182
PEX1,0.181818182
KANSL1L,0.181818182
ZNF605,0.181818182
PON3,0.181818182
THEMIS,0.181818182
CPS1,0.181818182
COL1A2,0.181818182
C3orf17,0.181818182
BARD1,0.181818182
ABCA12,0.181818182
MAPK8IP3,0.181818182
FN1,0.181818182
PPP6R2,0.181818182
ALDH3B2,0.181818182
XRCC5,0.181818182
CCDC132,0.181818182
HEPACAM2,0.181818182
CYP2A6,0.181818182
SAMD9,0.181818182
CCDC80,0.181818182
PKDREJ,0.181818182
SEMA3D,0.181818182
SEMA3A,0.181818182
PIWIL1,0.181818182
VNN2,0.181818182
PPFIA1,0.181818182
SLC19A3,0.181818182
GTF2IRD2B,0.181818182
SPHKAP,0.181818182
TAT,0.181818182
EYA4,0.181818182
TRIP12,0.181818182
DHX37,0.181818182
KIF7,0.181818182
NADSYN1,0.181818182
LTBP4,0.181818182
ANO8,0.181818182
ZNF19,0.181818182
METAP2,0.181818182
NCOR2,0.181818182
PDP2,0.181818182
HTR2B,0.181818182
PCNP,0.181818182
ANO1,0.181818182
BBX,0.181818182
IRS1,0.181818182
INHA,0.181818182
PMFBP1,0.181818182
CACNA2D1,0.181818182
HGF,0.181818182
PPP6R3,0.181818182
GNAT3,0.181818182
ENPP1,0.181818182
DPPA2,0.181818182
