gene_name,TCGA-UCEC(Black Or African American)(106)
ZNF805,0.056603774
TRMT12,0.056603774
USP1,0.056603774
EFEMP1,0.056603774
GLB1L2,0.056603774
VGLL3,0.056603774
GBE1,0.056603774
SLC17A7,0.056603774
SLC9A2,0.056603774
SLC6A14,0.056603774
SLC6A13,0.056603774
VRK2,0.056603774
PODN,0.056603774
SNRNP70,0.056603774
NTRK2,0.056603774
ZNF559,0.056603774
ZNF560,0.056603774
DUXA,0.056603774
CIZ1,0.056603774
ZNF234,0.056603774
KCNH7,0.056603774
ABCC9,0.056603774
CNTN6,0.056603774
ZNF829,0.056603774
BPIFB3,0.056603774
EFCAB8,0.056603774
CTDSPL,0.056603774
ZNF567,0.056603774
LMCD1,0.056603774
GOLGA1,0.056603774
SEL1L2,0.056603774
ASXL1,0.056603774
BTRC,0.056603774
ZFP14,0.056603774
C2CD5,0.056603774
NFKBID,0.056603774
TADA3,0.056603774
CRTAP,0.056603774
ZNF493,0.056603774
SLCO1B1,0.056603774
TTLL3,0.056603774
PTPRO,0.056603774
ANGPTL2,0.056603774
RERG,0.056603774
C2orf78,0.056603774
RALGPS1,0.056603774
E2F1,0.056603774
MAP4K1,0.056603774
VSIG1,0.056603774
CATSPERG,0.056603774
CASP5,0.056603774
CTC-260E6.2,0.056603774
SNED1,0.056603774
B4GALT1,0.056603774
PSMD10,0.056603774
TWF1,0.056603774
XIRP1,0.056603774
STK25,0.056603774
CWF19L2,0.056603774
ALKBH8,0.056603774
PNKD,0.056603774
RNF103,0.056603774
MAG,0.056603774
SYNDIG1,0.056603774
HPN,0.056603774
ALG10B,0.056603774
NUP210,0.056603774
IPO8,0.056603774
FBLN2,0.056603774
PLCL2,0.056603774
TDRD12,0.056603774
RFTN1,0.056603774
OXNAD1,0.056603774
H3F3C,0.056603774
KCTD15,0.056603774
EAF1,0.056603774
XRN2,0.056603774
FOXA2,0.056603774
CD22,0.056603774
CPNE8,0.056603774
SOX5,0.056603774
ERICH6,0.056603774
TEK,0.056603774
PLAA,0.056603774
SLC2A13,0.056603774
GADL1,0.056603774
SLC5A9,0.056603774
ZNF681,0.056603774
DZANK1,0.056603774
SLC6A11,0.056603774
PYGB,0.056603774
SEC23B,0.056603774
ATG7,0.056603774
SBSN,0.056603774
DAB1,0.056603774
OXSM,0.056603774
PPFIBP1,0.056603774
RIN2,0.056603774
GARNL3,0.056603774
GATAD2A,0.056603774
AHCY,0.056603774
LIPE,0.056603774
OBSL1,0.056603774
ADD2,0.056603774
GNE,0.056603774
TBC1D20,0.056603774
CD207,0.056603774
MROH1,0.056603774
ERGIC3,0.056603774
PLVAP,0.056603774
EPS15L1,0.056603774
DHX30,0.056603774
SIK3,0.056603774
PRR19,0.056603774
BUD13,0.056603774
CIC,0.056603774
AGFG1,0.056603774
GSK3A,0.056603774
TMEM198,0.056603774
RAB8A,0.056603774
UBAP2,0.056603774
ZNF45,0.056603774
ANTXR1,0.056603774
GFPT1,0.056603774
ANXA4,0.056603774
ZNF223,0.056603774
STK36,0.056603774
ZNF221,0.056603774
RHOA,0.056603774
FRMPD1,0.056603774
TRIM28,0.056603774
PHF20,0.056603774
RIMKLB,0.056603774
LAMB2,0.056603774
PHC1,0.056603774
NCKAP5L,0.056603774
PCYOX1,0.056603774
DNAJB2,0.056603774
ZNF526,0.056603774
PTPN23,0.056603774
KLHL18,0.056603774
TOPAZ1,0.056603774
FASTKD5,0.056603774
GPR19,0.056603774
ZNF502,0.056603774
ATRN,0.056603774
ZNF546,0.056603774
HTR3A,0.056603774
DYRK1B,0.056603774
DMRT2,0.056603774
CPSF1,0.056603774
ATF4P4,0.056603774
SNRK,0.056603774
C5,0.056603774
VLDLR,0.056603774
ZNF662,0.056603774
SLC38A1,0.056603774
C1orf168,0.056603774
USP40,0.056603774
ZDHHC3,0.056603774
CDCP1,0.056603774
TLR4,0.056603774
JUN,0.056603774
JAK3,0.056603774
PRSS50,0.056603774
TPM2,0.056603774
CCRL2,0.056603774
STYK1,0.056603774
IFI30,0.056603774
PPAP2B,0.056603774
PTMA,0.056603774
ETV6,0.056603774
CPXM1,0.056603774
SNRPA,0.056603774
LRP6,0.056603774
FAM205A,0.056603774
DUSP16,0.056603774
BBX,0.056603774
ZNF563,0.056603774
ZNF841,0.056603774
HAS1,0.056603774
ERBB3,0.056603774
STAT2,0.056603774
ZNF766,0.056603774
DPP9,0.056603774
NPHP1,0.056603774
NLRP9,0.056603774
ZNF175,0.056603774
NLRP11,0.056603774
RSPO2,0.056603774
POGLUT1,0.056603774
ABCG8,0.056603774
SSBP3,0.056603774
OSBPL11,0.056603774
DDX18,0.056603774
SLC25A23,0.056603774
CYP27C1,0.056603774
MATN2,0.056603774
ZNF415,0.056603774
PARP9,0.056603774
LRPPRC,0.056603774
RBMS2,0.056603774
MBD5,0.056603774
ANAPC1,0.056603774
GAP43,0.056603774
HNRNPH2,0.056603774
POP1,0.056603774
NDC1,0.056603774
TANC1,0.056603774
KIR3DX1,0.056603774
GRAMD1B,0.056603774
PRPF40A,0.056603774
ZNF335,0.056603774
ZBTB20,0.056603774
POTEF,0.056603774
C11orf63,0.056603774
PABPC1,0.056603774
KCNS2,0.056603774
TGFBR1,0.056603774
CDC14B,0.056603774
PAX8,0.056603774
RBMXL2,0.056603774
GIPC3,0.056603774
PRRC2B,0.056603774
LILRA2,0.056603774
FNBP1,0.056603774
MSH2,0.056603774
ERVV-1,0.056603774
DOT1L,0.056603774
YWHAZ,0.056603774
CDON,0.056603774
POU2F3,0.056603774
ABCC2,0.056603774
CATSPERD,0.056603774
DPPA4,0.056603774
BCL2L11,0.056603774
TTC7A,0.056603774
DDX25,0.056603774
ZNF334,0.056603774
EPC2,0.056603774
KCNV1,0.056603774
ZNF677,0.056603774
ARHGAP31,0.056603774
RAB30,0.056603774
DMAP1,0.056603774
FAM78A,0.056603774
GPD2,0.056603774
YWHAB,0.056603774
TCEAL4,0.056603774
IKZF4,0.056603774
EPAS1,0.056603774
ERP44,0.056603774
CCDC37,0.056603774
ATCAY,0.056603774
ZBTB7A,0.056603774
DARS,0.056603774
GRHL2,0.056603774
EEF2,0.056603774
LHCGR,0.056603774
KLK11,0.056603774
C9orf156,0.056603774
TECTA,0.056603774
ZNF782,0.056603774
EPB41L5,0.056603774
ERLIN1,0.056603774
ROBO3,0.056603774
ZNF613,0.056603774
KYNU,0.056603774
FUBP3,0.056603774
BAZ2A,0.056603774
EFCAB7,0.056603774
STEAP3,0.056603774
TICAM1,0.056603774
SMPD4,0.056603774
IL1B,0.056603774
HHLA2,0.056603774
STXBP5L,0.056603774
PKNOX2,0.056603774
GALNT5,0.056603774
CDK11B,0.056603774
BTBD2,0.056603774
STK24,0.047169811
SLC36A3,0.047169811
EGLN2,0.047169811
LTBP4,0.047169811
SORBS1,0.047169811
DGAT2L6,0.047169811
NGEF,0.047169811
PSD4,0.047169811
NSDHL,0.047169811
DNAJB5,0.047169811
SHKBP1,0.047169811
RADIL,0.047169811
LY9,0.047169811
TAF9B,0.047169811
FHOD1,0.047169811
CD84,0.047169811
FAM196A,0.047169811
FAM65A,0.047169811
ZWINT,0.047169811
SERPINE1,0.047169811
ZNF202,0.047169811
SLC25A33,0.047169811
KIAA1324,0.047169811
MOGAT3,0.047169811
PRLHR,0.047169811
MUC12,0.047169811
EIF4E2,0.047169811
GRIA1,0.047169811
DCAF8,0.047169811
PLAGL1,0.047169811
SLC9A5,0.047169811
SLC36A1,0.047169811
MAN1A2,0.047169811
PLA2G15,0.047169811
AGAP6,0.047169811
ZNF845,0.047169811
PARVB,0.047169811
STK32A,0.047169811
PARGP1,0.047169811
SAMM50,0.047169811
TSC22D3,0.047169811
KMT2E,0.047169811
TAB2,0.047169811
STXBP3,0.047169811
KCTD16,0.047169811
TRIM66,0.047169811
PHF19,0.047169811
TTLL1,0.047169811
TBCEL,0.047169811
NDFIP1,0.047169811
PPIL4,0.047169811
MLPH,0.047169811
TIMM50,0.047169811
SLC18A3,0.047169811
ZNF765,0.047169811
CLEC18B,0.047169811
RP11-25K21.6,0.047169811
WDR59,0.047169811
LRRFIP1,0.047169811
PCDHGC4,0.047169811
RBM44,0.047169811
ERCC6-PGBD3,0.047169811
ZNF19,0.047169811
CMTR2,0.047169811
ATG16L1,0.047169811
HSPA12B,0.047169811
SAG,0.047169811
UBOX5,0.047169811
P2RY4,0.047169811
SYNPO,0.047169811
SPATA7,0.047169811
GDPD2,0.047169811
ARSI,0.047169811
EDNRB,0.047169811
CSTF2T,0.047169811
UGT1A9,0.047169811
HMGXB3,0.047169811
BRINP1,0.047169811
C11orf58,0.047169811
HIPK4,0.047169811
SCEL,0.047169811
KIR2DL4,0.047169811
ARHGEF37,0.047169811
AKT2,0.047169811
SLC4A11,0.047169811
CDKN1B,0.047169811
DEDD,0.047169811
FOXD4L1,0.047169811
SH3TC2,0.047169811
HTR4,0.047169811
MSL3P1,0.047169811
FBXL3,0.047169811
MTSS1L,0.047169811
TRIP6,0.047169811
NDRG4,0.047169811
C5orf52,0.047169811
ANKRD26P1,0.047169811
NOL4L,0.047169811
ZNF720,0.047169811
MAML1,0.047169811
ACSL3,0.047169811
OR4C4P,0.047169811
FCRL5,0.047169811
ZNF354C,0.047169811
ZKSCAN5,0.047169811
GRM6,0.047169811
SCG2,0.047169811
ZNF354B,0.047169811
RP11-989E6.3,0.047169811
WDFY1,0.047169811
MAP3K5,0.047169811
VPS35,0.047169811
C16orf70,0.047169811
FAM200A,0.047169811
MYLK3,0.047169811
RRP8,0.047169811
C16orf87,0.047169811
PDPN,0.047169811
DNAJA2,0.047169811
ARSD,0.047169811
STARD8,0.047169811
CD5L,0.047169811
SLC52A3,0.047169811
IL22RA2,0.047169811
VWA5A,0.047169811
LRRTM3,0.047169811
CD1C,0.047169811
ZNF28,0.047169811
CUL4A,0.047169811
RP11-726G1.1,0.047169811
FARSB,0.047169811
PTPRN,0.047169811
GSTM5,0.047169811
PSG4,0.047169811
OSBPL9,0.047169811
OR4Q3,0.047169811
KIF12,0.047169811
ZNF689,0.047169811
COL27A1,0.047169811
SLC6A8,0.047169811
PSG7,0.047169811
TUBGCP5,0.047169811
ZNF600,0.047169811
FOXC1,0.047169811
BCL7C,0.047169811
SETD1A,0.047169811
STK11IP,0.047169811
ORM1,0.047169811
DUSP22,0.047169811
ZNF668,0.047169811
RP11-22B23.1,0.047169811
PTPRJ,0.047169811
EPS15,0.047169811
GRK1,0.047169811
FUS,0.047169811
FAM220A,0.047169811
ZFP62,0.047169811
SFXN4,0.047169811
CCDC140,0.047169811
RUFY2,0.047169811
CNEP1R1,0.047169811
ANKRD10,0.047169811
OLIG3,0.047169811
AIM2,0.047169811
PHACTR4,0.047169811
BIVM-ERCC5,0.047169811
MMP15,0.047169811
GRIK5,0.047169811
ATP1A3,0.047169811
ZNF347,0.047169811
SERHL2,0.047169811
KLRC4,0.047169811
TRIM51HP,0.047169811
KLRC2,0.047169811
CITED2,0.047169811
PNMA5,0.047169811
CDH5,0.047169811
RHOBTB1,0.047169811
ZNF735,0.047169811
NXPE1,0.047169811
PPP6R2,0.047169811
GABRG2,0.047169811
KLHL21,0.047169811
SLAMF8,0.047169811
LMO4,0.047169811
ZNF185,0.047169811
FBXO24,0.047169811
FAM214B,0.047169811
C1QTNF2,0.047169811
MICALCL,0.047169811
TRIM32,0.047169811
PIGO,0.047169811
EBF1,0.047169811
STAG3,0.047169811
MAGEA1,0.047169811
ING1,0.047169811
SP140,0.047169811
RGS14,0.047169811
SLC19A3,0.047169811
UNC5A,0.047169811
DEDD2,0.047169811
DUSP9,0.047169811
FAM43B,0.047169811
NHSL1,0.047169811
CDHR2,0.047169811
NLRP2,0.047169811
RNF44,0.047169811
FKBP1A,0.047169811
TUBA3D,0.047169811
CLTB,0.047169811
DNER,0.047169811
MMP2,0.047169811
NPR2,0.047169811
CYP2C8,0.047169811
CEP104,0.047169811
PHF13,0.047169811
BBS2,0.047169811
CPLX2,0.047169811
POU2F2,0.047169811
SLC16A14,0.047169811
RABL2B,0.047169811
SP110,0.047169811
HERPUD1,0.047169811
SHANK3,0.047169811
MNDA,0.047169811
PYHIN1,0.047169811
FCGR2B,0.047169811
SLC25A24,0.047169811
PTPN18,0.047169811
GAPDHS,0.047169811
KIF11,0.047169811
GGA1,0.047169811
RBM28,0.047169811
PRRT4,0.047169811
HAUS5,0.047169811
CARD10,0.047169811
EPB41L4A,0.047169811
NREP,0.047169811
BTG4,0.047169811
TMEM185A,0.047169811
CAMK4,0.047169811
SLC22A1,0.047169811
ANKFY1,0.047169811
METTL2B,0.047169811
SUN1,0.047169811
INSIG2,0.047169811
PJA2,0.047169811
GHRL,0.047169811
SLC22A3,0.047169811
DARS2,0.047169811
ZBTB37,0.047169811
SERPINC1,0.047169811
CACYBP,0.047169811
ALOX5,0.047169811
KIAA0040,0.047169811
PLD2,0.047169811
TNR,0.047169811
CCDC136,0.047169811
ZNF767P,0.047169811
IWS1,0.047169811
GFRA1,0.047169811
GSG2,0.047169811
TC2N,0.047169811
PRDM6,0.047169811
WDR81,0.047169811
SMYD4,0.047169811
KIFAP3,0.047169811
RPA1,0.047169811
CPNE9,0.047169811
CMAS,0.047169811
RTN4RL1,0.047169811
WASL,0.047169811
WDR25,0.047169811
LMNB1,0.047169811
ITGB1BP2,0.047169811
ENTPD1,0.047169811
OR9Q2,0.047169811
APLP1,0.047169811
PPIC,0.047169811
LIN37,0.047169811
TSR1,0.047169811
YY1,0.047169811
PLA2G6,0.047169811
ANKRD54,0.047169811
SIK2,0.047169811
UBXN10,0.047169811
ANKS6,0.047169811
ZNF800,0.047169811
METTL13,0.047169811
IL17RE,0.047169811
H1F0,0.047169811
OR1E2,0.047169811
TRPV3,0.047169811
TRPV1,0.047169811
ZNF22,0.047169811
UBASH3B,0.047169811
PCSK1,0.047169811
KBTBD7,0.047169811
FOXRED2,0.047169811
HPSE2,0.047169811
BSDC1,0.047169811
SPZ1,0.047169811
LRGUK,0.047169811
APOL3,0.047169811
REEP1,0.047169811
DDX11,0.047169811
NAA16,0.047169811
SERPINA4,0.047169811
IFNA14,0.047169811
DMGDH,0.047169811
NLGN2,0.047169811
C17orf74,0.047169811
AP3B1,0.047169811
TNPO3,0.047169811
OTP,0.047169811
PDE8B,0.047169811
TCP10,0.047169811
MS4A14,0.047169811
CRHBP,0.047169811
AJ271736.1,0.047169811
ATOH8,0.047169811
RGSL1,0.047169811
TEX10,0.047169811
UBA2,0.047169811
USP39,0.047169811
MRPS25,0.047169811
POLK,0.047169811
WDR27,0.047169811
DLL1,0.047169811
RMND5A,0.047169811
RPS6KA2,0.047169811
CD8A,0.047169811
HTR2A,0.047169811
SLC52A1,0.047169811
SMO,0.047169811
STX3,0.047169811
FAM20B,0.047169811
PPP1R2P4,0.047169811
NRF1,0.047169811
KIAA0825,0.047169811
LCP1,0.047169811
SYN2,0.047169811
STX17,0.047169811
ARRDC3,0.047169811
MIS12,0.047169811
SLC35A3,0.047169811
ARMT1,0.047169811
GTF2F2,0.047169811
TCL6,0.047169811
ITM2A,0.047169811
PPARG,0.047169811
TSEN2,0.047169811
CPA4,0.047169811
TSC22D1,0.047169811
LENG9,0.047169811
CEP41,0.047169811
KCNQ1,0.047169811
LHX4,0.047169811
ARHGAP20,0.047169811
ZNF33B,0.047169811
ACADVL,0.047169811
C9orf72,0.047169811
SYTL3,0.047169811
MID2,0.047169811
MARK3,0.047169811
ACO2,0.047169811
ESR1,0.047169811
RGS5,0.047169811
PCDHA8,0.047169811
NUF2,0.047169811
PCDHA6,0.047169811
IL2RG,0.047169811
ZC3H7B,0.047169811
L3MBTL2,0.047169811
BAG5,0.047169811
SLC26A4,0.047169811
SLC26A3,0.047169811
OR5M8,0.047169811
WDR55,0.047169811
EPS8,0.047169811
PCDHA12,0.047169811
GPC1,0.047169811
ST13,0.047169811
NOL6,0.047169811
CTGLF12P,0.047169811
HBEGF,0.047169811
SPOCD1,0.047169811
ZNF573,0.047169811
PCDH8,0.047169811
TTLL11,0.047169811
ELAVL4,0.047169811
ANP32B,0.047169811
TAF1C,0.047169811
BTBD3,0.047169811
PROB1,0.047169811
BCAP29,0.047169811
PRMT6,0.047169811
KRCC1,0.047169811
UHMK1,0.047169811
PAF1,0.047169811
DACH1,0.047169811
CYP2D6,0.047169811
GOT1,0.047169811
CHST12,0.047169811
PCDHGA5,0.047169811
CHST5,0.047169811
KIAA1598,0.047169811
C12orf60,0.047169811
KARS,0.047169811
PRPF38B,0.047169811
ASPG,0.047169811
PCDHB15,0.047169811
MEI1,0.047169811
UAP1,0.047169811
PCDHA13,0.047169811
PCDHB9,0.047169811
HNRNPL,0.047169811
LGALS4,0.047169811
NBPF6,0.047169811
DDR2,0.047169811
ELFN1,0.047169811
XRCC6,0.047169811
TRBV21OR9-2,0.047169811
BAAT,0.047169811
SYT9,0.047169811
LRRN4,0.047169811
PCDHB2,0.047169811
PCDHB1,0.047169811
ADAMTS18,0.047169811
GRAP2,0.047169811
SLC23A1,0.047169811
KLHL36,0.047169811
ZBTB40,0.047169811
TBX19,0.047169811
MTM1,0.047169811
PDGFB,0.047169811
SNX9,0.047169811
CBX7,0.047169811
APOBEC3F,0.047169811
LRRN1,0.047169811
UBE2B,0.047169811
AGBL4,0.047169811
TCF7,0.047169811
SPATA2L,0.047169811
APOBEC3B,0.047169811
BHLHE40,0.047169811
COPB1,0.047169811
OLFM3,0.047169811
USP10,0.047169811
CENPBD1,0.047169811
EDEM1,0.047169811
DIXDC1,0.047169811
GAS8,0.047169811
RN7SL453P,0.047169811
SMTNL1,0.047169811
UGGT1,0.047169811
IQCC,0.047169811
GEMIN4,0.047169811
DIO3,0.047169811
RNF133,0.047169811
P4HA2,0.047169811
LINGO2,0.047169811
ZFP82,0.047169811
PCSK2,0.047169811
ZNF839,0.047169811
TFEC,0.047169811
VSTM1,0.047169811
PNLIPRP1,0.047169811
CRISPLD2,0.047169811
LRRTM2,0.047169811
CKAP2,0.047169811
ETF1,0.047169811
RRAS2,0.047169811
KIAA0513,0.047169811
FARP2,0.047169811
FAM92B,0.047169811
KHDRBS1,0.047169811
ZNF488,0.047169811
ZNF570,0.047169811
SPTLC3,0.047169811
CACNA1I,0.047169811
ISM1,0.047169811
MIEF1,0.047169811
TMEM215,0.047169811
ESF1,0.047169811
TFB1M,0.047169811
NOX3,0.047169811
TAB1,0.047169811
ZC3H18,0.047169811
TNKS1BP1,0.047169811
SLCO1A2,0.047169811
WRAP73,0.047169811
FOXP2,0.047169811
SFT2D2,0.047169811
CACNG7,0.047169811
NEUROG1,0.047169811
CORO1A,0.047169811
SLC39A13,0.047169811
AGBL2,0.047169811
CENPBD1P1,0.047169811
C9orf64,0.047169811
NOC2L,0.047169811
GOLGA6B,0.047169811
FRS3,0.047169811
BAHD1,0.047169811
PKM,0.047169811
MACC1,0.047169811
ABCC8,0.047169811
P3H1,0.047169811
SESN1,0.047169811
ADGRE2,0.047169811
MRPL32,0.047169811
AURKC,0.047169811
RPRD2,0.047169811
TMEM196,0.047169811
PROX2,0.047169811
C15orf52,0.047169811
ADPGK,0.047169811
ZNF543,0.047169811
GOLPH3L,0.047169811
MICAL1,0.047169811
CD276,0.047169811
SEC31B,0.047169811
ISLR2,0.047169811
GALNT13,0.047169811
DLGAP5,0.047169811
PAK6,0.047169811
POLR2J4,0.047169811
CNOT11,0.047169811
AC023310.1,0.047169811
RASEF,0.047169811
LRIG2,0.047169811
ZNF264,0.047169811
ADGRD2,0.047169811
MTMR11,0.047169811
RTN1,0.047169811
POLH,0.047169811
WASF4P,0.047169811
GPR135,0.047169811
RAB11A,0.047169811
PDE11A,0.047169811
TRPM4,0.047169811
ZNF318,0.047169811
DIS3L,0.047169811
C6orf203,0.047169811
AP4B1,0.047169811
SLC16A2,0.047169811
CFP,0.047169811
ERMN,0.047169811
SEC63,0.047169811
VPS18,0.047169811
INO80,0.047169811
ANP32E,0.047169811
STMN1,0.047169811
LCTL,0.047169811
SMAD3,0.047169811
CA14,0.047169811
USP29,0.047169811
SKOR1,0.047169811
PIAS1,0.047169811
CXCL8,0.047169811
ZNF41,0.047169811
POLR3A,0.047169811
NOX5,0.047169811
TRERF1,0.047169811
WASF1,0.047169811
DAAM2,0.047169811
AEBP1,0.047169811
ZBED8,0.047169811
EIF5B,0.047169811
PER3,0.047169811
ATL1,0.047169811
UHRF1BP1,0.047169811
MAOA,0.047169811
C6orf106,0.047169811
MSTN,0.047169811
GPR82,0.047169811
CYTH2,0.047169811
SOS2,0.047169811
MFSD6,0.047169811
NAB1,0.047169811
SERPINA7,0.047169811
TRAF3IP2,0.047169811
FIGNL1,0.047169811
MAOB,0.047169811
BAK1,0.047169811
DDC,0.047169811
LMO2,0.047169811
TMCO5A,0.047169811
ZNF416,0.047169811
WNT2B,0.047169811
GRIN2D,0.047169811
RORC,0.047169811
NBL1,0.047169811
WHAMM,0.047169811
SEC61G,0.047169811
BCCIP,0.047169811
TM6SF1,0.047169811
PTPDC1,0.047169811
KIAA1919,0.047169811
PALM2-AKAP2,0.047169811
CDC40,0.047169811
MLH3,0.047169811
GCK,0.047169811
GLP1R,0.047169811
ADIPOR2,0.047169811
CAMK2B,0.047169811
HMX2,0.047169811
SLC9A7,0.047169811
NPAS2,0.047169811
CMTR1,0.047169811
BMF,0.047169811
RNF8,0.047169811
DLST,0.047169811
SCAMP5,0.047169811
PIM1,0.047169811
ACOXL,0.047169811
CDC42SE1,0.047169811
TMX1,0.047169811
CPNE5,0.047169811
PTPN9,0.047169811
PURB,0.047169811
ZNF419,0.047169811
TXNDC16,0.047169811
PTGDR,0.047169811
KRBOX4,0.047169811
RNF207,0.047169811
MAPK14,0.047169811
SLC26A8,0.047169811
LYSMD1,0.047169811
LINGO1,0.047169811
SPHK2,0.047169811
TEAD3,0.047169811
ZNF182,0.047169811
DCDC1,0.047169811
AGPS,0.047169811
KLHL41,0.047169811
PLP1,0.047169811
B3GALT1,0.047169811
CD58,0.047169811
REG4,0.047169811
TRIL,0.047169811
STK39,0.047169811
FAP,0.047169811
CHN2,0.047169811
HEATR4,0.047169811
OPN4,0.047169811
NFRKB,0.047169811
CT55,0.047169811
BBS5,0.047169811
C19orf48,0.047169811
PPIAL4G,0.047169811
NFE2L3,0.047169811
GCG,0.047169811
10-Sep,0.047169811
CASP8AP2,0.047169811
ACTL7B,0.047169811
MAGIX,0.047169811
TANK,0.047169811
KLHL23,0.047169811
FAM53B,0.047169811
IGLON5,0.047169811
LRRC4B,0.047169811
EPHA7,0.047169811
LMBRD1,0.047169811
MPP6,0.047169811
DNTTIP2,0.047169811
RUNX3,0.047169811
ZNF697,0.047169811
ZNF667,0.047169811
MORF4L2,0.047169811
SLC35A1,0.047169811
C6orf165,0.047169811
CBX3,0.047169811
NIPAL3,0.047169811
PPIP5K1,0.047169811
RNGTT,0.047169811
STRC,0.047169811
SH3RF3,0.047169811
BICD2,0.047169811
DCAF4,0.047169811
FLI1,0.047169811
WDR3,0.047169811
DR1,0.047169811
TBX18,0.047169811
SLC6A5,0.047169811
JAZF1,0.047169811
ME1,0.047169811
CTDSPL2,0.047169811
PGM3,0.047169811
HAO2,0.047169811
EIF3J,0.047169811
SRRM1,0.047169811
CCDC138,0.047169811
CLIC4,0.047169811
CCDC18,0.047169811
DUOX2,0.047169811
AKAP4,0.047169811
SLC8A3,0.047169811
GLRA4,0.047169811
SLC28A2,0.047169811
FHL5,0.047169811
NFIL3,0.047169811
LRRC9,0.047169811
RAB8B,0.047169811
MYZAP,0.047169811
AQP9,0.047169811
ATF2,0.047169811
SLC1A7,0.047169811
LIN28B,0.047169811
SCAF1,0.047169811
MAPKBP1,0.047169811
AC126323.1,0.047169811
EEPD1,0.047169811
ACAD8,0.047169811
DAPK1,0.047169811
ZRANB1,0.047169811
KIAA0895,0.047169811
ACP6,0.047169811
FIBIN,0.047169811
CHUK,0.047169811
PAPSS2,0.047169811
SLC2A5,0.047169811
HYOU1,0.047169811
WDR13,0.047169811
SIGLEC6,0.047169811
AC215219.2,0.047169811
OAZ2,0.047169811
TCTE1,0.047169811
TRIM33,0.047169811
SYT6,0.047169811
CCDC155,0.047169811
SSX3,0.047169811
GLMN,0.047169811
RPAP1,0.047169811
TFAP2D,0.047169811
ZBTB1,0.047169811
LRRC27,0.047169811
U2AF2,0.047169811
GPR63,0.047169811
NCK2,0.047169811
GARS,0.047169811
PLEKHH1,0.047169811
TXNIP,0.047169811
ADCYAP1R1,0.047169811
CCDC129,0.047169811
TMOD3,0.047169811
ZFP28,0.047169811
TMEM87A,0.047169811
PDE1C,0.047169811
SHC3,0.047169811
TSHB,0.047169811
LUZP2,0.047169811
S1PR3,0.047169811
SIGLEC12,0.047169811
PLA2G4D,0.047169811
TGFBRAP1,0.047169811
PKD2L1,0.047169811
FBXO9,0.047169811
LIM2,0.047169811
SNX19,0.047169811
ITGA10,0.047169811
WDR72,0.047169811
CCDC106,0.047169811
SPIN1,0.047169811
AKT1S1,0.047169811
FUZ,0.047169811
SCD,0.047169811
GPR155,0.047169811
RXRB,0.047169811
DDX6,0.047169811
CAMK2N1,0.047169811
ESRRB,0.047169811
ATN1,0.047169811
RPGRIP1,0.047169811
PTPN6,0.047169811
HNRNPC,0.047169811
HIST1H2BG,0.047169811
MOSPD2,0.047169811
WDR11,0.047169811
XRCC5,0.047169811
GDE1,0.047169811
ZRANB3,0.047169811
THBS3,0.047169811
UMOD,0.047169811
SPIN4,0.047169811
SEMA3C,0.047169811
L3MBTL3,0.047169811
MIR6859-1,0.047169811
AC004381.6,0.047169811
SAMD3,0.047169811
ZNF233,0.047169811
TRIM38,0.047169811
GPM6B,0.047169811
CKAP5,0.047169811
SEMA3E,0.047169811
SLC17A4,0.047169811
GABRG3,0.047169811
RUFY4,0.047169811
LRRC16A,0.047169811
TCEANC,0.047169811
OTOA,0.047169811
KIAA1324L,0.047169811
SPSB2,0.047169811
PEX16,0.047169811
CFAP221,0.047169811
CHRNB2,0.047169811
C1orf43,0.047169811
HOMEZ,0.047169811
UBAP2L,0.047169811
PSAP,0.047169811
ZNF165,0.047169811
DRC7,0.047169811
MGRN1,0.047169811
ICA1,0.047169811
ANKS3,0.047169811
KANSL1L,0.047169811
GBP5,0.047169811
POR,0.047169811
NKPD1,0.047169811
TMEM120A,0.047169811
MDH2,0.047169811
BTN2A2,0.047169811
TRIM43,0.047169811
SRRM3,0.047169811
C14orf93,0.047169811
ZC3H7A,0.047169811
TRAC,0.047169811
PYGO2,0.047169811
MSANTD2,0.047169811
SHISA9,0.047169811
GBP4,0.047169811
CPS1,0.047169811
GLCCI1,0.047169811
BFAR,0.047169811
BTN1A1,0.047169811
FAHD2A,0.047169811
ZNF132,0.047169811
EPB41L2,0.047169811
RP11-87H9.2,0.047169811
SAMD9,0.047169811
FAM151A,0.047169811
NOXRED1,0.047169811
RBM15,0.047169811
ANKIB1,0.047169811
ERVW-1,0.047169811
FNBP1L,0.047169811
IRGC,0.047169811
ZNF705A,0.047169811
AICDA,0.047169811
GPR143,0.047169811
SRRM5,0.047169811
VNN3,0.047169811
CD19,0.047169811
OFCC1,0.047169811
FBXO10,0.047169811
TTLL4,0.047169811
TPH1,0.047169811
LAS1L,0.047169811
CCDC132,0.047169811
CELF1,0.047169811
ABCB6,0.047169811
ATG9A,0.047169811
ANKZF1,0.047169811
GLB1L,0.047169811
STK16,0.047169811
TUBA4A,0.047169811
PDK4,0.047169811
C6orf201,0.047169811
GDPD3,0.047169811
SLC2A12,0.047169811
ZNF230,0.047169811
P3H3,0.047169811
MAP3K19,0.047169811
CTGF,0.047169811
MRS2,0.047169811
PANX3,0.047169811
COL13A1,0.047169811
DBF4,0.047169811
MTMR8,0.047169811
SPATA31A1,0.047169811
SOX4,0.047169811
STK33,0.047169811
